Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,City,city_risk_score,parts_inflation_index,no_claim_score,income_risk_ratio,location_score,income_risk_ratio_log
KX86150,California,7188.292633,No,Extended,High School or Below,1/29/11,Medical Leave,M,13542,Suburban,Married,94,5,35,0,8,Personal Auto,Personal L3,Offer1,Web,451.2,Four-Door Car,Small,Istanbul,5,1.0,1,0.08329641116526362,2,0.0800086250914367
GX33877,Arizona,35022.45478,No,Extended,Bachelor,2/22/11,Employed,F,25270,Suburban,Married,99,34,87,0,2,Personal Auto,Personal L2,Offer2,Agent,712.8,Two-Door Car,Small,Izmir,4,1.0,4,0.047012267510882465,2,0.04594064864008549
IQ15028,Arizona,2661.729688,No,Basic,Bachelor,1/5/11,Medical Leave,F,24152,Suburban,Married,72,17,28,2,1,Personal Auto,Personal L2,Offer3,Branch,345.6,Four-Door Car,Large,Izmir,4,1.0,3,0.03577343491222259,2,0.035148427751002485
WE11250,Washington,12200.78537,No,Basic,College,2/6/11,Employed,F,60282,Rural,Married,102,23,87,0,2,Corporate Auto,Corporate L3,Offer1,Agent,120.083224,SUV,Large,Ankara,4,1.0,3,0.02030456852791878,1,0.02010117932108724
OX61728,California,29006.67071,No,Basic,High School or Below,2/2/11,Employed,F,40252,Suburban,Divorced,104,12,60,0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Sports Car,Medsize,Istanbul,5,1.5,2,0.031004670575375134,2,0.030533735165565824
VW39046,Nevada,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Sports Car,Medsize,Bursa,3,1.5,3,0.0447729372468197,2,0.04379957687571054
VE52406,California,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16,55,0,1,Corporate Auto,Corporate L3,Offer2,Agent,114.273025,Two-Door Car,Medsize,Istanbul,5,1.0,3,0.007649142606351297,1,0.007620036246615957
KQ30179,California,2688.860687,No,Basic,Bachelor,1/10/11,Employed,M,89771,Rural,Married,67,10,9,2,1,Personal Auto,Personal L2,Offer2,Call Center,104.123179,Two-Door Car,Medsize,Istanbul,5,1.0,2,0.008956121687404619,1,0.00891625349566457
KH58171,California,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63,15,67,0,1,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small,Istanbul,5,1.0,3,0.009479504959185465,2,0.00943485639446563
CA58346,Oregon,4949.525372,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,69,27,56,0,7,Corporate Auto,Corporate L2,Offer3,Call Center,331.2,Four-Door Car,Medsize,Antalya,3,1.0,4,69.0,2,4.248495242049359
ZU76536,California,6143.898219,No,Extended,High School or Below,1/30/11,Employed,F,45032,Rural,Married,77,13,35,0,3,Personal Auto,Personal L2,Offer2,Agent,36.818178,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.020518742227749156,1,0.02031106882939292
UN69319,Arizona,8837.334639,No,Basic,Master,2/17/11,Employed,M,62277,Rural,Single,113,9,68,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,249.799752,SUV,Medsize,Izmir,4,1.0,2,0.02177368852064165,1,0.02154002745642184
MG66142,Oregon,9517.07801,No,Extended,Bachelor,2/19/11,Unemployed,F,0,Suburban,Married,87,13,76,0,2,Personal Auto,Personal L3,Offer3,Agent,417.6,Four-Door Car,Small,Antalya,3,1.0,3,87.0,2,4.477336814478207
MV97958,Arizona,2879.63179,No,Basic,Bachelor,1/23/11,Employed,F,40525,Rural,Married,73,3,27,0,1,Personal Auto,Personal L3,Offer2,Branch,123.790553,Four-Door Car,Medsize,Izmir,4,1.0,1,0.021616286243059838,1,0.021385967507183485
AG58599,Oregon,2805.098562,No,Basic,High School or Below,1/29/11,Employed,F,26004,Suburban,Married,70,12,3,0,1,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Medsize,Antalya,3,1.0,2,0.032302722658052604,2,0.03179195995377056
UG35090,California,6045.625114,No,Extended,College,2/14/11,Employed,F,82399,Rural,Single,77,18,15,3,9,Personal Auto,Personal L3,Offer2,Agent,31.668965,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.011213728321945655,1,0.011151320586046124
IX85835,Nevada,5246.278375,Yes,Basic,Bachelor,1/21/11,Employed,F,28909,Suburban,Married,66,15,66,0,8,Personal Auto,Personal L2,Offer1,Agent,456.702735,Two-Door Car,Medsize,Bursa,3,1.0,3,0.027396312567020648,2,0.027027749952727297
FP67680,California,4772.931526,No,Extended,High School or Below,1/20/11,Medical Leave,M,15323,Suburban,Married,128,30,61,0,1,Personal Auto,Personal L3,Offer1,Agent,614.4,SUV,Medsize,Istanbul,5,1.0,4,0.10024146707563793,2,0.09552967123762493
WY21918,Washington,3867.965986,No,Extended,College,2/23/11,Employed,F,79628,Suburban,Single,98,6,4,0,1,Personal Auto,Personal L3,Offer4,Branch,470.4,Four-Door Car,Medsize,Ankara,4,1.0,1,0.014768674335660823,2,0.014660679460528132
PM92089,Oregon,3383.445647,No,Extended,High School or Below,1/3/11,Unemployed,F,0,Suburban,Single,97,23,38,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,698.4,Two-Door Car,Medsize,Antalya,3,1.0,3,97.0,2,4.584967478670572
AY59197,Nevada,9521.222806,No,Extended,College,1/24/11,Employed,M,27769,Rural,Married,121,24,78,0,6,Special Auto,Special L3,Offer4,Agent,123.15416,SUV,Small,Bursa,3,1.0,3,0.05228852317332277,1,0.050967338284288066
VI14418,California,7614.669735,No,Premium,Bachelor,2/9/11,Medical Leave,M,16707,Suburban,Divorced,102,9,74,0,8,Special Auto,Special L3,Offer3,Web,1106.913309,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.07326270425570121,2,0.07070326523458557
QI60335,Nevada,11308.47178,No,Basic,College,1/12/11,Unemployed,F,0,Suburban,Single,66,4,83,0,2,Personal Auto,Personal L1,Offer3,Branch,316.8,Four-Door Car,Medsize,Bursa,3,1.0,1,66.0,2,4.204692619390966
BS87947,California,3350.687339,No,Extended,Bachelor,1/7/11,Employed,F,94395,Suburban,Married,83,23,1,0,1,Personal Auto,Personal L1,Offer2,Web,582.690575,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.010551406324487526,2,0.010496128734330647
DW88734,California,2683.492593,No,Basic,Bachelor,1/12/11,Employed,M,84895,Suburban,Married,67,24,19,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Two-Door Car,Small,Istanbul,5,1.0,3,0.009470522410035927,2,0.009425958156244942
BU72633,Nevada,42561.63183,No,Basic,Master,1/10/11,Employed,M,66661,Suburban,Single,119,23,41,0,2,Personal Auto,Personal L2,Offer1,Agent,571.2,SUV,Medsize,Bursa,3,1.0,3,0.021421820854772657,2,0.021195598675394323
VK94891,Nevada,2086.610957,No,Basic,High School or Below,1/23/11,Unemployed,M,0,Suburban,Single,62,26,30,0,1,Personal Auto,Personal L3,Offer2,Web,446.4,Two-Door Car,Medsize,Bursa,3,1.0,4,62.0,2,4.143134726391533
VE75717,Nevada,4868.807554,No,Extended,High School or Below,2/20/11,Employed,F,31447,Suburban,Married,121,12,16,0,1,Personal Auto,Personal L3,Offer1,Web,580.8,SUV,Large,Bursa,3,1.0,2,0.04617292587528222,2,0.04513867308317962
JG16015,Washington,5021.150845,No,Extended,College,2/19/11,Employed,F,61987,Suburban,Married,125,24,4,0,1,Personal Auto,Personal L3,Offer2,Branch,723.301363,SUV,Medsize,Ankara,4,1.0,3,0.024198622291770857,2,0.02391047488994131
CD68182,Oregon,3671.818326,No,Extended,College,1/18/11,Employed,F,42460,Urban,Married,91,28,42,0,1,Personal Auto,Personal L1,Offer1,Agent,347.47509,Two-Door Car,Medsize,Antalya,3,1.0,4,0.025718323127649552,3,0.02539317019394553
WM64930,Oregon,5253.487908,No,Premium,College,2/8/11,Medical Leave,M,12811,Suburban,Married,150,27,0,2,1,Corporate Auto,Corporate L2,Offer2,Call Center,720.0,SUV,Medsize,Antalya,3,1.0,4,0.14050425415658419,2,0.1314704928156507
BJ82316,Oregon,12036.62051,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17,61,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,499.2,SUV,Medsize,Antalya,3,1.0,3,0.02809039344557486,2,0.02770309453452802
XB61209,Arizona,3508.92537,No,Extended,College,1/6/11,Unemployed,F,0,Suburban,Single,97,19,18,0,1,Personal Auto,Personal L3,Offer1,Agent,698.4,Four-Door Car,Small,Izmir,4,1.0,3,97.0,2,4.584967478670572
AT26484,Nevada,3818.468252,No,Premium,College,1/16/11,Employed,M,25221,Suburban,Married,103,10,41,5,1,Special Auto,Special L2,Offer2,Web,616.005527,Four-Door Car,Small,Bursa,3,1.0,2,0.04900678006423219,2,0.04784379275288394
IW21434,Oregon,2570.433324,No,Basic,Bachelor,2/12/11,Employed,F,44940,Urban,Single,65,1,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,284.492531,Four-Door Car,Medsize,Antalya,3,1.0,1,0.017356475300400534,3,0.017207572169426796
CP74755,Oregon,2846.171869,No,Basic,College,1/22/11,Employed,F,39192,Suburban,Divorced,71,7,11,0,1,Corporate Auto,Corporate L3,Offer3,Branch,352.791394,Four-Door Car,Medsize,Antalya,3,1.0,2,0.021739130434782608,2,0.021506205220963588
IV13886,California,7292.397562,No,Basic,High School or Below,2/9/11,Unemployed,M,0,Suburban,Married,68,6,50,0,2,Personal Auto,Personal L3,Offer1,Branch,415.986454,Two-Door Car,Medsize,Istanbul,5,1.0,1,68.0,2,4.23410650459726
SW42446,California,10581.275,No,Extended,College,2/14/11,Employed,F,42513,Urban,Married,133,0,44,0,3,Corporate Auto,Corporate L3,Offer1,Agent,628.207511,Sports Car,Small,Istanbul,5,1.5,1,0.037541457906993154,3,0.036853931752786756
RO16377,Oregon,23144.1327,No,Basic,High School or Below,2/19/11,Employed,M,59821,Suburban,Married,193,12,6,0,2,Personal Auto,Personal L1,Offer3,Branch,1389.6,Luxury SUV,Medsize,Antalya,3,1.5,2,0.03871550124538206,2,0.037984854838530806
CE46475,California,4605.036646,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Corporate Auto,Corporate L2,Offer2,Web,302.4,Four-Door Car,Large,Istanbul,5,1.0,4,0.033494306853927604,2,0.03294559151679949
HE60335,Washington,3939.00637,Yes,Extended,Bachelor,1/28/11,Employed,F,60021,Suburban,Married,99,12,28,0,1,Corporate Auto,Corporate L1,Offer2,Agent,882.871945,Four-Door Car,Small,Ankara,4,1.0,2,0.01979307242465137,2,0.019599736543332417
RI69055,California,8104.43256,No,Basic,High School or Below,1/29/11,Employed,F,58172,Rural,Married,67,8,62,0,2,Personal Auto,Personal L3,Offer2,Web,141.532926,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.013821082307639414,1,0.01372644217194904
VD96075,Oregon,4165.252177,No,Premium,Bachelor,1/20/11,Employed,M,58299,Suburban,Married,105,24,22,1,1,Personal Auto,Personal L3,Offer1,Branch,504.0,Four-Door Car,Medsize,Antalya,3,1.0,3,0.02161272062985643,2,0.02138247733237545
VI55112,Oregon,14065.30235,No,Basic,College,2/2/11,Employed,M,25275,Urban,Single,61,5,80,0,2,Corporate Auto,Corporate L1,Offer3,Agent,214.247114,Four-Door Car,Medsize,Antalya,3,1.0,1,0.028961424332344214,3,0.028549967648077924
VZ18907,Oregon,21991.61598,No,Basic,College,1/12/11,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,Antalya,3,1.0,1,0.01618671649733315,1,0.01605710835158731
BA49679,Arizona,7590.913301,No,Basic,Bachelor,1/14/11,Employed,F,52348,Suburban,Divorced,65,33,18,1,2,Personal Auto,Personal L2,Offer3,Branch,312.0,Two-Door Car,Medsize,Izmir,4,1.0,4,0.014900282723313212,2,0.014790364045178373
LK39646,Washington,8018.503854,No,Basic,Bachelor,2/28/11,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,Large,Ankara,4,1.0,1,0.013867409887327296,3,0.013772137139271948
VI66860,Nevada,3554.845264,Yes,Extended,Master,1/10/11,Employed,F,58557,Rural,Married,88,4,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,55.510526,Four-Door Car,Large,Bursa,3,1.0,1,0.018033710743378246,1,0.0178730322592056
RP14593,Oregon,3945.588049,No,Basic,Bachelor,1/19/11,Unemployed,F,0,Suburban,Single,105,2,54,0,1,Personal Auto,Personal L2,Offer3,Web,933.212749,SUV,Small,Antalya,3,1.0,1,105.0,2,4.663439094112067
FP34904,Oregon,2915.614781,No,Basic,College,1/8/11,Employed,M,86599,Suburban,Married,73,32,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,Antalya,3,1.0,4,0.010115590249310039,2,0.0100647700961442
FG15434,Arizona,5554.826011,No,Basic,Master,1/18/11,Employed,F,52984,Rural,Married,69,12,81,0,5,Personal Auto,Personal L2,Offer1,Web,167.667603,Two-Door Car,Medsize,Izmir,4,1.0,2,0.015627359202778197,1,0.01550650944061815
TP12436,Oregon,5329.128301,No,Basic,Master,2/2/11,Unemployed,F,0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Large,Antalya,3,1.0,3,72.0,2,4.290459441148391
KD93234,Oregon,5502.726803,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Married,72,33,39,0,7,Corporate Auto,Corporate L3,Offer4,Agent,345.6,Four-Door Car,Small,Antalya,3,1.0,4,72.0,2,4.290459441148391
GE20220,Oregon,7606.70898,No,Extended,Bachelor,2/25/11,Employed,F,47778,Rural,Married,96,2,81,0,7,Personal Auto,Personal L3,Offer2,Call Center,173.80879,Four-Door Car,Medsize,Antalya,3,1.0,1,0.024111515760391812,1,0.023825422797669395
RA98783,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,Izmir,4,1.0,4,0.031592025084304566,3,0.031103264367315992
DW71192,Oregon,5971.313496,No,Extended,High School or Below,1/21/11,Employed,M,52018,Suburban,Divorced,78,17,37,3,7,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize,Antalya,3,1.0,3,0.017993771386827638,2,0.017833799629090073
WD84153,California,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Corporate Auto,Corporate L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.03034925732637495,2,0.029897829548180224
ZM75468,Nevada,10745.97948,No,Extended,College,1/31/11,Employed,M,39135,Suburban,Divorced,91,8,56,0,2,Personal Auto,Personal L1,Offer1,Agent,436.8,Four-Door Car,Small,Bursa,3,1.0,2,0.02790341126868532,2,0.027521204708813262
PZ75671,Oregon,7223.689647,No,Extended,College,1/28/11,Unemployed,F,0,Suburban,Married,97,31,58,0,3,Personal Auto,Personal L1,Offer1,Web,465.6,Four-Door Car,Medsize,Antalya,3,1.0,4,97.0,2,4.584967478670572
ME80331,California,9384.475767,No,Extended,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,133,7,42,0,4,Personal Auto,Personal L3,Offer1,Call Center,957.6,SUV,Medsize,Istanbul,5,1.0,2,133.0,2,4.897839799950911
YA78391,Oregon,5709.225202,No,Extended,High School or Below,2/13/11,Unemployed,M,0,Suburban,Married,78,32,66,0,5,Personal Auto,Personal L2,Offer3,Agent,410.409376,Four-Door Car,Medsize,Antalya,3,1.0,4,78.0,2,4.3694478524670215
WU76366,Arizona,4983.897914,No,Basic,Bachelor,2/2/11,Employed,M,28726,Suburban,Divorced,65,13,88,0,3,Personal Auto,Personal L1,Offer1,Agent,468.0,Four-Door Car,Small,Izmir,4,1.0,3,0.02715310171969644,2,0.02679099648574419
HB35022,Oregon,13561.4335,No,Extended,Doctor,1/3/11,Unemployed,M,0,Suburban,Married,122,9,48,0,2,Special Auto,Special L2,Offer1,Agent,585.6,Sports Car,Medsize,Antalya,3,1.5,2,122.0,2,4.812184355372417
AM17304,Arizona,7218.375778,No,Extended,Master,2/23/11,Employed,F,45356,Suburban,Single,90,31,30,0,3,Personal Auto,Personal L3,Offer2,Call Center,462.043003,Four-Door Car,Medsize,Izmir,4,1.0,4,0.023811623599964724,2,0.023532548366195987
AD56037,Arizona,5160.251878,No,Extended,High School or Below,1/20/11,Employed,M,87050,Suburban,Married,129,1,75,0,1,Personal Auto,Personal L1,Offer4,Agent,619.2,SUV,Medsize,Izmir,4,1.0,1,0.01778288340034463,2,0.01762661777862386
IJ74908,Nevada,13115.40751,No,Premium,Bachelor,2/4/11,Employed,M,20705,Rural,Divorced,171,8,12,1,3,Personal Auto,Personal L3,Offer1,Call Center,237.264543,SUV,Medsize,Bursa,3,1.0,2,0.0991064960154552,1,0.09449757337955102
DH93217,California,29874.74493,No,Extended,Master,2/23/11,Employed,F,52651,Suburban,Single,94,34,20,0,2,Personal Auto,Personal L3,Offer3,Call Center,451.2,Two-Door Car,Small,Istanbul,5,1.0,4,0.021424094509126135,2,0.021197824642939286
WH48955,Oregon,20237.15039,No,Basic,Master,1/27/11,Employed,F,55270,Suburban,Married,63,35,67,0,2,Personal Auto,Personal L1,Offer1,Branch,302.4,Two-Door Car,Medsize,Antalya,3,1.0,4,0.013678306495386287,2,0.013585602857000174
RU76604,Arizona,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L3,Offer2,Web,316.8,Four-Door Car,Medsize,Izmir,4,1.0,3,0.016886993603411515,2,0.016745993491651855
NE52009,California,39561.07502,No,Basic,College,1/2/11,Employed,M,60500,Suburban,Married,110,27,92,0,2,Personal Auto,Personal L1,Offer3,Branch,770.475631,Sports Car,Small,Istanbul,5,1.5,4,0.021818181818181816,2,0.02158357166717447
FP66510,Washington,8186.095915,No,Basic,High School or Below,1/28/11,Employed,F,43877,Urban,Married,102,26,77,0,4,Corporate Auto,Corporate L1,Offer1,Agent,414.713588,SUV,Medsize,Ankara,4,1.0,4,0.02789616427741186,3,0.027514154419125792
TW46585,Nevada,4767.687852,No,Basic,Bachelor,1/28/11,Unemployed,M,0,Suburban,Single,72,2,12,0,9,Corporate Auto,Corporate L1,Offer3,Call Center,345.6,Four-Door Car,Medsize,Bursa,3,1.0,1,72.0,2,4.290459441148391
PE42960,California,8474.634723,No,Basic,Bachelor,1/7/11,Employed,M,58488,Suburban,Divorced,73,29,15,2,2,Personal Auto,Personal L3,Offer2,Agent,350.4,Four-Door Car,Small,Istanbul,5,1.0,4,0.014977431267952401,2,0.01486637704255706
LO28839,California,4723.449803,No,Basic,Bachelor,2/5/11,Employed,F,29193,Suburban,Married,61,0,47,3,9,Corporate Auto,Corporate L3,Offer3,Branch,292.8,Four-Door Car,Medsize,Istanbul,5,1.0,1,0.025074504161956633,2,0.02476529693607521
QY41855,Arizona,10484.91535,Yes,Extended,College,2/1/11,Employed,F,61108,Rural,Divorced,89,22,93,0,2,Personal Auto,Personal L3,Offer2,Agent,49.451117,Four-Door Car,Medsize,Izmir,4,1.0,3,0.01747725338744518,1,0.017326282691553205
UA53326,Oregon,3304.758268,No,Extended,College,2/28/11,Retired,F,23931,Suburban,Single,95,4,24,0,1,Personal Auto,Personal L3,Offer4,Web,456.0,Four-Door Car,Large,Antalya,3,1.0,1,0.047636956249216496,2,0.04653711009030666
UK59933,California,5002.093264,No,Basic,College,1/21/11,Unemployed,M,0,Suburban,Single,70,35,56,0,3,Personal Auto,Personal L3,Offer3,Call Center,504.0,Four-Door Car,Medsize,Istanbul,5,1.0,4,70.0,2,4.2626798770413155
LM37855,California,7607.001877,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Married,104,3,62,0,3,Personal Auto,Personal L2,Offer1,Branch,638.414994,SUV,Small,Istanbul,5,1.0,1,104.0,2,4.653960350157523
UV89069,Nevada,2802.621642,No,Basic,Bachelor,1/15/11,Employed,F,34628,Rural,Married,71,21,31,0,1,Personal Auto,Personal L3,Offer2,Branch,132.517983,Four-Door Car,Medsize,Bursa,3,1.0,3,0.024604366408686615,1,0.024306554087851408
NK40551,California,7455.361568,No,Extended,High School or Below,1/16/11,Employed,F,74089,Suburban,Married,94,13,89,2,7,Personal Auto,Personal L2,Offer3,Agent,648.690215,Four-Door Car,Small,Istanbul,5,1.0,3,0.015224932176166503,2,0.015110195997649147
RR47424,California,21766.83059,No,Premium,High School or Below,1/24/11,Unemployed,F,0,Suburban,Married,290,11,18,0,5,Personal Auto,Personal L3,Offer1,Call Center,1550.596808,Luxury Car,Medsize,Istanbul,5,1.5,2,180.67000000000007,2,5.202191854450654
DU68331,Oregon,7316.650059,No,Basic,College,1/2/11,Employed,F,30493,Rural,Married,62,15,56,1,2,Personal Auto,Personal L3,Offer1,Branch,108.09413,Two-Door Car,Medsize,Antalya,3,1.0,3,0.024399042403174497,1,0.02410614055479787
LI76661,Oregon,7443.83286,No,Extended,Bachelor,1/7/11,Employed,M,89285,Urban,Married,93,17,11,0,4,Corporate Auto,Corporate L3,Offer4,Call Center,243.547316,Two-Door Car,Medsize,Antalya,3,1.0,3,0.012499299994399955,3,0.012421828634762563
CM94209,Oregon,3086.722253,No,Extended,High School or Below,1/23/11,Employed,F,92147,Urban,Married,77,25,27,2,1,Personal Auto,Personal L2,Offer1,Agent,278.4815,Four-Door Car,Medsize,Antalya,3,1.0,4,0.01002745612987943,3,0.009977514770691386
BN38134,Washington,6727.617003,No,Extended,Bachelor,1/7/11,Employed,F,39428,Rural,Married,84,19,80,2,8,Personal Auto,Personal L3,Offer2,Branch,72.32926,Two-Door Car,Large,Ankara,4,1.0,3,0.025565587907071117,1,0.025244253488618622
VQ72305,California,20266.49877,No,Basic,High School or Below,1/19/11,Employed,M,21542,Suburban,Married,103,18,37,0,2,Special Auto,Special L2,Offer4,Branch,494.4,Sports Car,Small,Istanbul,5,1.5,3,0.057376288181227364,2,0.055790639923580895
YK26558,California,5264.642009,No,Basic,College,2/20/11,Unemployed,F,0,Rural,Divorced,72,30,26,0,8,Special Auto,Special L3,Offer1,Branch,135.888306,Four-Door Car,Medsize,Istanbul,5,1.0,4,72.0,1,4.290459441148391
XU20264,Arizona,8564.772996,No,Premium,Bachelor,2/3/11,Disabled,M,23506,Suburban,Single,113,0,27,0,9,Personal Auto,Personal L3,Offer1,Branch,813.6,Four-Door Car,Medsize,Izmir,4,1.0,1,0.05768739896196716,2,0.05608482565886131
LG85340,Oregon,8086.011196,No,Basic,Bachelor,2/3/11,Employed,F,70811,Rural,Married,100,14,8,0,7,Personal Auto,Personal L3,Offer3,Agent,141.654965,Sports Car,Medsize,Antalya,3,1.5,3,0.016946519608535396,1,0.016804529261422774
JZ64443,Washington,4705.589393,No,Extended,Bachelor,2/6/11,Unemployed,F,0,Suburban,Single,78,21,23,3,3,Corporate Auto,Corporate L3,Offer4,Agent,555.457674,Four-Door Car,Large,Ankara,4,1.0,3,78.0,2,4.3694478524670215
CY45848,Oregon,4273.587765,No,Premium,Bachelor,1/30/11,Employed,F,82214,Rural,Married,106,11,19,1,1,Personal Auto,Personal L1,Offer3,Branch,239.143671,Four-Door Car,Medsize,Antalya,3,1.0,2,0.01547181745201547,1,0.01535334926719623
AU13233,California,5908.7518,No,Basic,High School or Below,2/8/11,Employed,F,71401,Urban,Married,73,15,82,0,3,Personal Auto,Personal L3,Offer4,Agent,287.332253,Four-Door Car,Medsize,Istanbul,5,1.0,3,0.01226873573199255,3,0.012194084755626054
IH35630,Oregon,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,Antalya,3,1.0,4,0.03065232790263378,2,0.030191929834774287
JP55271,Oregon,10633.50496,No,Extended,High School or Below,2/25/11,Employed,F,80046,Rural,Married,132,4,42,0,4,Personal Auto,Personal L2,Offer2,Call Center,260.627146,SUV,Small,Antalya,3,1.0,1,0.019788621542613,1,0.019595372038540528
TT47031,Arizona,5450.573438,No,Basic,Bachelor,2/4/11,Employed,F,76389,Urban,Married,68,5,86,0,7,Personal Auto,Personal L1,Offer1,Web,262.00129,Four-Door Car,Small,Izmir,4,1.0,1,0.01068216628048541,3,0.010625515023923868
JN55850,California,7035.763363,No,Extended,Doctor,1/22/11,Employed,M,77235,Urban,Married,87,2,68,0,5,Personal Auto,Personal L3,Offer2,Branch,310.160362,Two-Door Car,Medsize,Istanbul,5,1.0,1,0.013517187803456981,3,0.013426645624980194
LH94176,Arizona,8203.221246,No,Basic,High School or Below,1/4/11,Employed,M,38595,Suburban,Divorced,74,5,42,3,2,Personal Auto,Personal L3,Offer1,Branch,415.550209,Four-Door Car,Medsize,Izmir,4,1.0,1,0.02300816167897396,2,0.022747465118479124
ZB87718,Arizona,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L1,Offer1,Agent,566.4,SUV,Medsize,Izmir,4,1.0,3,118.0,2,4.77912349311153
UQ40371,Nevada,3352.943699,No,Extended,Master,1/23/11,Employed,F,55359,Urban,Married,83,28,73,0,1,Special Auto,Special L3,Offer4,Branch,303.331178,Four-Door Car,Large,Bursa,3,1.0,4,0.017991654473527338,3,0.01783172013159131
XJ92660,Nevada,5017.851448,No,Basic,Master,2/7/11,Employed,F,79814,Rural,Married,62,18,50,0,3,Personal Auto,Personal L2,Offer4,Branch,31.553152,Four-Door Car,Medsize,Bursa,3,1.0,3,0.009321672889468013,1,0.009278494220943205
SG51792,Arizona,2753.159194,No,Basic,Bachelor,2/4/11,Employed,F,75277,Suburban,Married,70,2,48,3,1,Corporate Auto,Corporate L3,Offer2,Agent,459.743736,Two-Door Car,Medsize,Izmir,4,1.0,1,0.011158786880454854,2,0.011096986934761492
DA73502,Oregon,2619.337376,Yes,Basic,Bachelor,2/5/11,Employed,M,78618,Urban,Divorced,66,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,225.578841,Two-Door Car,Medsize,Antalya,3,1.0,2,0.010074028848355338,3,0.010023624056616356
UF81905,California,4867.378203,No,Basic,Doctor,1/4/11,Disabled,F,20123,Suburban,Married,63,7,47,0,3,Personal Auto,Personal L1,Offer2,Call Center,302.4,Four-Door Car,Medsize,Istanbul,5,1.0,2,0.03756895095164737,2,0.0368804296630073
PL44132,Arizona,3061.799398,No,Extended,College,1/18/11,Employed,M,88362,Suburban,Single,78,9,63,0,1,Personal Auto,Personal L1,Offer2,Call Center,452.599718,Two-Door Car,Medsize,Izmir,4,1.0,2,0.010592788755347322,2,0.0105370782429964
US29010,Oregon,3545.413177,No,Basic,Bachelor,2/2/11,Unemployed,M,0,Suburban,Single,116,23,14,3,1,Corporate Auto,Corporate L2,Offer2,Call Center,835.2,SUV,Medsize,Antalya,3,1.0,3,116.0,2,4.762173934797756
DW72445,Oregon,3259.885006,No,Extended,College,1/29/11,Employed,M,52782,Suburban,Married,85,20,61,4,1,Personal Auto,Personal L3,Offer1,Agent,541.093963,Four-Door Car,Small,Antalya,3,1.0,3,0.019324769807889053,2,0.019140417699373014
